acteur1_facebook_likes,pays,num_critique,realisateur_facebook_likes,acteur3_facebook_likes,duree,acteur2,acteur2_facebook_likes,gross,realisateur,color,acteur3,titre,annee,genres,acteur1,budget,mots_cles,film_facebook_likes,lien,num_user_for_reviews,langue
1000,USA,54,143,613,92,Justin Kirk,945,2964,Amy Heckerling,Color,Ivan Sergei,Vamps ,2012,Comedy|Horror|Romance,Taylor Negron,16000000,murder|new york city|one word title|vampire|vampire slayer,0,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,English
1000,USA,84,529,805,93,Sarah Roemer,884,,Lasse Hallström,Color,Joan Allen,Hachi: A Dog's Tale ,2009,Drama|Family,Cary-Hiroyuki Tagawa,16000000,dog|human animal relationship|japanese|loyalty|waiting,115000,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,304,English
5000,France,69,22,44,110,Tanya van Graan,170,,Jérôme Salle,Color,Conrad Kemp,Zulu ,2013,Crime|Drama|Thriller,Orlando Bloom,16000000,apartheid|corpse|male nudity|murder|police officer,0,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,43,English
883,USA,208,0,568,122,Tim Blake Nelson,596,2428883,Tommy Lee Jones,Color,Miranda Otto,The Homesman ,2014,Drama|Western,Barry Corbin,16000000,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,0,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,132,English
890,USA,32,10,574,91,Jenifer Lewis,578,13571817,Jesse Vaughan,Color,Kevin Pollak,Juwanna Mann ,2002,Comedy|Drama|Romance|Sport,Vivica A. Fox,15600000,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,939,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,English
232,Canada,78,460,125,115,Marie-Josée Croze,150,1554566,Atom Egoyan,Color,Charles Aznavour,Ararat ,2002,Drama|War,David Alpay,,armenian|armenian genocide|customs agent|genocide|prayer,824,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,180,English
844,USA,21,4,518,94,Jake Lloyd,626,508867,William Bindley,Color,William Shockley,Madison ,2001,Drama|Sport,Bruce Dern,,boat racing|hydroplane|loyalty|one word title|scolding,282,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,26,English
1000,USA,40,7,922,93,LL Cool J,1000,1181197,Wayne Beach,Color,Fisher Stevens,Slow Burn ,2005,Drama|Mystery|Thriller,Mekhi Phifer,15500000,district attorney|interview|murder|prosecutor|reporter,191,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,English
235,France,40,7,17,94,Ryôko Hirosue,46,81525,Gérard Krawczyk,Color,Michel Muller,Wasabi ,2001,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,15300000,french|inheritance|japan|letter|police detective hero,0,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,French
499,Canada,251,571,102,95,Gregg Henry,298,7774730,James Gunn,Color,Tania Saulnier,Slither ,2006,Comedy|Horror|Sci-Fi,Dustin Milligan,15500000,alien|b movie|sex|slug|small town,0,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,English
901,USA,94,102,383,105,Ronny Cox,605,234760500,Martin Brest,Color,James Russo,Beverly Hills Cop ,1984,Action|Comedy|Crime,Judge Reinhold,14000000,drug dealer|drugs|murder|police brutality|police shootout,0,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,English
3000,USA,102,0,925,103,Devin Ratray,1000,285761243,Chris Columbus,Color,Catherine O'Hara,Home Alone ,1990,Comedy|Family,Macaulay Culkin,18000000,airport|child protagonist|child swearing|christmas|home alone,20000,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,English
19000,USA,21,12000,801,102,Ted Danson,875,167780960,Leonard Nimoy,Color,Steve Guttenberg,3 Men and a Baby ,1987,Comedy|Drama|Family,Tom Selleck,11000000,1980s|baby|heroin|package|questioned by police,3000,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,English
13000,USA,94,521,481,116,Sydney Pollack,521,177200000,Sydney Pollack,Color,Teri Garr,Tootsie ,1982,Comedy|Drama|Romance,Bill Murray,22000000,actor|actress|friend|love|reputation,0,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,English
10000,USA,173,12000,555,110,Tom Skerritt,1000,176781728,Tony Scott,Color,Adrian Pasdar,Top Gun ,1986,Action|Drama|Romance,Tom Cruise,15000000,flying|gay subtext|machismo|male objectification|pilot,19000,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,English
103,Taiwan,287,0,5,120,Pei-Pei Cheng,21,128067808,Ang Lee,Color,Sihung Lung,"Crouching Tiger, Hidden Dragon ",2000,Action|Drama|Romance,Chen Chang,15000000,bare midriff|china|magical realism|martial arts|sword,0,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,Mandarin
18000,USA,176,0,158,122,Peter Gallagher,828,130058047,Sam Mendes,Color,Ara Celi,American Beauty ,1999,Drama,Kevin Spacey,15000000,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,22000,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,English
14000,UK,479,0,520,118,Jennifer Ehle,1000,138795342,Tom Hooper,Color,Derek Jacobi,The King's Speech ,2010,Biography|Drama|History|Romance,Colin Firth,15000000,king|king george vi|speech|speech therapist|throne,64000,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,English
742,USA,27,425,247,107,Tony Jay,384,111936400,Ivan Reitman,Color,Hugh O'Brian,Twins ,1988,Comedy|Crime,Kelly Preston,15000000,bare chested male|brother|catholic orphanage|long lost siblings|twins,0,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,English
17000,USA,60,4,882,102,Eddie Redmayne,13000,317040,Udayan Prasad,Color,William Hurt,The Yellow Handkerchief ,2008,Drama|Romance,Kristen Stewart,15500000,louisiana|overalls|road trip|southern u.s.|teenage boy,1000,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,English
852,USA,70,14000,268,154,Rae Dawn Chong,581,94175854,Steven Spielberg,Color,Dana Ivey,The Color Purple ,1985,Drama,Oprah Winfrey,15000000,book strap|girl|racial discrimination|racial tension|stereotype,6000,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,English
94,South Korea,43,2,13,103,Ji-won Ha,80,,JK Youn,Color,Kyung-gu Sol,Tidal Wave ,2009,Action|Comedy|Drama|Thriller,Nicole Dionne,,korea|lifeguard|single father|tears|tsunami,558,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,Korean
11000,USA,1,335,635,141,Ayelet Zurer,745,,Timur Bekmambetov,Color,Moises Arias,Ben-Hur ,2016,Adventure|Drama|History,Morgan Freeman,100000000,chariot race|epic|false accusation|jerusalem|slave,0,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,English
19000,UK,454,77,305,114,Rory Kinnear,393,91121452,Morten Tyldum,Color,Allen Leech,The Imitation Game ,2014,Biography|Drama|Thriller|War,Benedict Cumberbatch,14000000,crossword puzzle|cryptography|enigma code|gay lead character|world war two,165000,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,English
1000,USA,25,6,271,109,Albert Brooks,745,69800000,Howard Zieff,Color,Alan Oppenheimer,Private Benjamin ,1980,Comedy|War,Eileen Brennan,10000000,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,855,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,English
874,USA,46,150,572,124,Beverly D'Angelo,816,79900000,Michael Apted,Color,Levon Helm,Coal Miner's Daughter ,1980,Biography|Drama|Music|Musical,Sissy Spacek,,country music|kissing while having sex|poverty|singer|title based on song,0,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,English
17000,USA,111,87,569,94,Zachary Gordon,975,64001297,Thor Freudenthal,Color,Rachael Harris,Diary of a Wimpy Kid ,2010,Comedy|Family,Chloë Grace Moretz,15000000,cheese|diary|friend|middle school|school,0,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,English
1000,Canada,393,127,250,100,Megan Charpentier,340,71588220,Andrés Muschietti,Color,Isabelle Nélisse,Mama ,2013,Fantasy|Horror,Javier Botet,20000000,aunt|children|death of sister|forest|hiding in a closet,57000,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,English
816,USA,55,11000,624,98,Randy Quaid,695,61400000,Harold Ramis,Color,Jane Krakowski,National Lampoon's Vacation ,1983,Adventure|Comedy,Beverly D'Angelo,15000000,amusement park|dog|family vacation|national lampoon series|vacation,0,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,English
925,USA,157,79,27,102,Georgina Cates,38,101978840,Jeff Tremaine,Color,Grasie Mercedes,Bad Grandpa ,2013,Comedy,Jackson Nicoll,15000000,child beauty pageant|grandson|hidden camera|jackass|road trip,26000,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162,English
326,UK,280,350,39,94,Sylvia Syms,48,56437947,Stephen Frears,Color,Alex Jennings,The Queen ,2006,Biography|Drama,Roger Allam,9800000,monarchy|prime minister|princess diana|queen|speech,0,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,English
925,USA,109,13000,217,92,Jeffrey Jones,692,73326666,Tim Burton,Color,Glenn Shadix,Beetlejuice ,1988,Comedy|Fantasy,Catherine O'Hara,15000000,attic|ghost|surrealism|teenage girl|yuppie,15000,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,English
2000,USA,41,0,607,113,Tasha Smith,721,55184721,Tyler Perry,Color,Lamman Rucker,Why Did I Get Married? ,2007,Comedy|Drama,Michael Jai White,15000000,marriage|overweight|psychologist|secret|work,1000,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100,English
23000,USA,27,44,902,115,Kirsten Dunst,4000,50003300,Gillian Armstrong,Color,Eric Stoltz,Little Women ,1994,Drama|Family|Romance,Christian Bale,15000000,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,0,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,English
11000,UK,462,43,259,95,Roger Allam,326,54322273,James Watkins,Color,Jessica Raine,The Woman in Black ,2012,Drama|Fantasy|Horror|Thriller,Daniel Radcliffe,17000000,afterlife|baby boy|bird in a cage|ghost|reunited family,29000,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509,English
1000,USA,152,165,383,87,Tessa Thompson,431,47860214,Simon West,Color,Brian Geraghty,When a Stranger Calls ,2006,Horror|Thriller,Madeline Carroll,15000000,babysitting|cell phone|high school|nightmare|teenager,0,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468,English
934,USA,69,189,799,88,Donald Faison,927,47811275,Shawn Levy,Color,Lee Majors,Big Fat Liar ,2002,Adventure|Comedy|Family,Frankie Muniz,15000000,brunette|film producer|liar|prank|stunt,896,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English
22000,UK,140,517,652,183,Meryl Streep,11000,,Michael Cimino,Color,John Savage,The Deer Hunter ,1978,Drama|War,Robert De Niro,15000000,escape|friend|party|pittsburgh steelers|vietnam,11000,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,1026,English
22000,USA,130,272,957,97,Kirsten Dunst,4000,43022524,Barry Levinson,Color,John Michael Higgins,Wag the Dog ,1997,Comedy|Drama,Robert De Niro,15000000,death|election|hollywood|president|scandal,12000,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,218,English
925,USA,66,13,566,94,Adam Lamberg,738,42672630,Jim Fall,Color,Alex Borstein,The Lizzie McGuire Movie ,2003,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,17000000,best friend|roma|singer|spaghetti|teenager,0,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172,English
12000,USA,238,29,874,112,Harold Perrineau,1000,42919096,Ric Roman Waugh,Color,Nadine Velazquez,Snitch ,2013,Action|Drama|Thriller,Dwayne Johnson,15000000,cigarette smoking|dea|drugs|inspired by true events|undercover,12000,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,English
3000,USA,198,66,562,98,Conchata Ferrell,658,42592530,Michael Dougherty,Color,Allison Tolman,Krampus ,2015,Comedy|Fantasy|Horror,Adam Scott,15000000,christmas|german|holiday|krampus|santa claus,27000,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181,English
4000,USA,154,0,1000,104,Salma Hayek,4000,40064955,Robert Rodriguez,Color,Clea DuVall,The Faculty ,1998,Horror|Mystery|Sci-Fi,Jordana Brewster,15000000,alien|high school|ohio|photographer|water,0,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502,English
90,USA,19,13,2,118,Virginia Capers,22,39100956,Brian Gibson,Color,Dororthy Thorton,What's Love Got to Do with It ,1993,Biography|Drama|Music,Rae'Ven Kelly,,abusive husband|love|singer|tina turner|violence,0,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59,English
22000,USA,131,446,1000,120,Sylvester Stallone,13000,44886089,James Mangold,Color,Janeane Garofalo,Cop Land ,1997,Crime|Drama|Thriller,Robert De Niro,10000000,corruption|faked death|falling off a roof|internal affairs|nypd,2000,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207,English
11000,USA,97,11,971,99,JoAnna Garcia Swisher,983,37882551,Joel Gallen,Color,Mia Kirshner,Not Another Teen Movie ,2001,Comedy,Chris Evans,16000000,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,0,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393,English
15000,USA,355,453,953,109,Anna Kendrick,10000,40983001,David Ayer,Color,America Ferrera,End of Watch ,2012,Crime|Drama|Thriller,Jake Gyllenhaal,7000000,lapd|police|police officer|south central los angeles|street gang,38000,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336,English
23000,USA,102,357,883,106,Leslie Bibb,1000,35007180,Rob Cohen,Color,William Petersen,The Skulls ,2000,Action|Crime|Drama|Thriller,Paul Walker,15000000,college|friend|ivy league|secret society|suicide,0,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,193,English
13000,UK,419,120,149,123,Emily Watson,876,35887263,James Marsh,Color,Simon McBurney,The Theory of Everything ,2014,Biography|Drama|Romance,Eddie Redmayne,15000000,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,90000,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388,English
833,USA,37,14,685,86,Regina Hall,807,34308901,John Whitesell,Color,Blair Underwood,Malibu's Most Wanted ,2003,Comedy|Crime,Greg Grunberg,16000000,los angeles california|person in car trunk|racial impersonation|south asian|street gang,0,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87,English
20000,USA,78,18,944,120,James Frain,1000,33771174,Matt Williams,Color,Stockard Channing,Where the Heart Is ,2000,Comedy|Drama|Romance,Natalie Portman,15000000,birth|oklahoma|photographer|tennessee|wal mart,0,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,240,English
607,UK,181,767,87,227,José Ferrer,202,6000000,David Lean,Color,Jack Hawkins,Lawrence of Arabia ,1962,Adventure|Biography|Drama|History|War,Claude Rains,15000000,arab|british military|desert|ottoman empire|t.e. lawrence,11000,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559,English
908,USA,220,0,593,119,Tyler Mane,764,33386128,Rob Zombie,Color,Margot Kidder,Halloween II ,2009,Horror,Scout Taylor-Compton,15000000,halloween|hospital|michael myers|rampage|vomiting,3000,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,English
2000,USA,349,212,612,115,Kevin Rankin,820,37877959,Jean-Marc Vallée,Color,Gaby Hoffmann,Wild ,2014,Adventure|Biography|Drama,Michiel Huisman,15000000,female protagonist|grief|hiking|loss of mother|mother daughter relationship,38000,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252,English
956,USA,241,29,616,114,Monica Potter,878,32721635,Dennis Iliadis,Color,Martha MacIsaac,The Last House on the Left ,2009,Crime|Horror|Thriller,Tony Goldwyn,15000000,kidnapping|lake|microwave oven|psychopath|woods,0,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279,English
1000,USA,103,6,458,90,Debra Messing,650,31585300,Clare Kilner,Color,Holland Taylor,The Wedding Date ,2005,Comedy|Romance,Jack Davenport,15000000,chick flick|escort|male escort|wedding|wedding date,0,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250,English
2000,USA,151,28,731,94,Thomas Ian Nicholas,864,30259652,Rick Rosenthal,Color,Bianca Kajlich,Halloween: Resurrection ,2002,Comedy|Horror|Thriller,Jamie Lee Curtis,15000000,cult film|halloween|killer|michael myers|serial killer,0,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,614,English
18000,USA,185,0,594,98,Carol Kane,636,30857814,Rob Reiner,Color,André the Giant,The Princess Bride ,1987,Adventure|Family|Fantasy|Romance,Robin Wright,16000000,fairy tale|giant|pirate|princess|true love,33000,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718,English
18000,USA,112,18000,697,126,Jurnee Smollett-Bell,2000,30226144,Denzel Washington,Color,John Heard,The Great Debaters ,2007,Biography|Drama,Denzel Washington,15000000,college|debate|student|texas|wiley college,0,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,118,English
33000,USA,676,0,228,100,Albert Brooks,745,35054909,Nicolas Winding Refn,Color,Russ Tamblyn,Drive ,2011,Crime|Drama,Ryan Gosling,15000000,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,81000,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,English
811,Germany,74,10,231,89,Carol Kane,636,29302097,Sara Sugarman,Color,Glenne Headly,Confessions of a Teenage Drama Queen ,2004,Comedy|Family|Music|Romance,Adam Garcia,15000000,band|friend|new york city|suburb|teenager,810,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,English
818,USA,65,13,106,111,Tim Daly,511,29106737,Nicholas Hytner,Color,Kali Rocha,The Object of My Affection ,1998,Comedy|Drama|Romance,Liam Aiken,15000000,baby|dancing|gay|name calling|penis slur,849,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132,English
10000,UK,274,35,306,100,Harold Perrineau,1000,28637507,Juan Carlos Fresnadillo,Color,Catherine McCormack,28 Weeks Later ,2007,Drama|Horror|Sci-Fi,Jeremy Renner,15000000,paris france|rage|sniper|u.s. army|zombie apocalypse,0,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713,English
116,USA,50,49,100,115,Matthew Daddario,110,30127963,Thomas Carter,Color,Ser'Darius Blain,When the Game Stands Tall ,2014,Drama|Family|Sport,Jessie T. Usher,15000000,coach|high school football,0,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,64,English
907,USA,96,61,649,106,Luke Benward,807,32645546,Wayne Wang,Color,Eva Marie Saint,Because of Winn-Dixie ,2005,Comedy|Drama|Family,Cicely Tyson,14000000,10 year old|dog|florida|girl|supermarket,1000,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,English
1000,USA,68,107,865,124,Sanaa Lathan,886,27441122,Gina Prince-Bythewood,Color,Omar Epps,Love & Basketball ,2000,Drama|Romance|Sport,Alfre Woodard,15000000,basketball movie|female basketball player|high school|nba|title directed by female,0,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116,English
893,USA,111,5,141,107,Michael Cudlitz,822,28014536,George Armitage,Color,Mitchell Ryan,Grosse Pointe Blank ,1997,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,15000000,assassin|high school|high school reunion|reunion|suburb,0,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296,English
14000,USA,128,3,628,99,Katy Mixon,982,33860010,Phil Traill,Color,Beth Grant,All About Steve ,2009,Comedy|Romance,Bradley Cooper,15000000,blind date|crossword puzzle|eccentric|fall|mine shaft,0,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,143,English
193,USA,160,31,162,90,Erica Leerhsen,184,26421314,Joe Berlinger,Color,Kurt Loder,Book of Shadows: Blair Witch 2 ,2000,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,15000000,convenience store|digit in title|punctuation in title|violence|witch,949,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,457,English
838,USA,93,26,266,101,Rachel True,328,24881000,Andrew Fleming,Color,Brenda Strong,The Craft ,1996,Drama|Fantasy|Horror|Thriller,Christine Taylor,15000000,coven|occult|outcast|spell|witch,6000,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195,English
19000,UK,278,11000,400,119,Mark Gatiss,567,23089926,Woody Allen,Color,Penelope Wilton,Match Point ,2005,Drama|Romance|Thriller,Scarlett Johansson,15000000,extramarital affair|infidelity|irony of fate|surprise ending|tennis,0,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,735,English
512,USA,81,20,125,103,Hutch Dano,316,26161406,Elizabeth Allen Rosenbaum,Color,Jason Spevack,Ramona and Beezus ,2010,Adventure|Comedy|Family|Fantasy,Sierra McCormick,15000000,aunt|cat|death of pet|girl|no opening credits,0,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52,English
12000,UK,58,133,258,134,Peter Vaughan,310,22954968,James Ivory,Color,Ben Chaplin,The Remains of the Day ,1993,Drama|Romance,Anthony Hopkins,11500000,butler|housekeeper|manor|servant|service,0,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156,English
3000,USA,153,0,170,155,Nicole Ari Parker,360,26384919,Paul Thomas Anderson,Color,Nina Hartley,Boogie Nights ,1997,Drama,Don Cheadle,15000000,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,0,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,560,English
1000,USA,25,11,232,94,Rosanna Arquette,605,22189039,Robert Harmon,Color,Joss Ackland,Nowhere to Run ,1993,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,15000000,business|escaped convict|farm|motorcycle|widow,466,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,55,English
1000,USA,46,15,461,95,Danny Pino,786,20998709,Michael Mayer,Color,Tim McGraw,Flicka ,2006,Adventure|Drama|Family,Alison Lohman,15000000,father son relationship|horse|horse ranch|ranch|wild mustang,1000,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76,English
919,USA,161,7,399,89,Daniella Alonso,557,20801344,Martin Weisz,Color,Jacob Vargas,The Hills Have Eyes II ,2007,Horror,Jeff Kober,15000000,desert|fight|hill|murder|mutant,0,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,211,English
912,USA,108,83,579,97,Joey Lawrence,786,21468807,John Ottman,Color,Jacinda Barrett,Urban Legends: Final Cut ,2000,Horror|Mystery|Thriller,Loretta Devine,14000000,film set|movie set|sequel|slow motion|urban legend,243,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,227,English
882,USA,69,13,613,90,Sissy Spacek,874,19158074,Jay Russell,Color,Jonathan Jackson,Tuck Everlasting ,2002,Drama|Family|Fantasy|Romance,William Hurt,15000000,fountain of youth|immortality|secret|woods|young man,0,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,127,English
472,USA,78,8,129,92,Firass Dirani,239,18843314,John Bonito,Color,Drew Powell,The Marine ,2006,Action|Drama|Thriller,Kelly Carlson,20000000,beating|marine|muscleman|tied up|tough guy,0,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284,English
826,USA,129,10,415,100,Will Forte,622,20566327,Peter Atencio,Color,Keegan-Michael Key,Keanu ,2016,Action|Comedy,Nia Long,15000000,car chase|gangsta|gun fight|hitman|kitten,0,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84,English
3000,Official site,135,19,461,117,Cinda McCain,646,20218921,Shana Feste,Color,Tim McGraw,Country Strong ,2010,Drama|Music,Leighton Meester,15000000,country music|panties|pink panties|relapse|songwriter,0,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,114,English
981,Australia,96,119,918,84,Ethan Embry,982,17411331,David Nutter,Color,Katharine Isabelle,Disturbing Behavior ,1998,Horror|Mystery|Sci-Fi|Thriller,Bruce Greenwood,15000000,blue ribbon|high school|jacket|jock|yogurt,673,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,237,English
33000,USA,417,310,619,140,Ben Mendelsohn,748,21383298,Derek Cianfrance,Color,Angelo Anthony Pizza,The Place Beyond the Pines ,2012,Crime|Drama|Thriller,Ryan Gosling,15000000,bank|carnival|motorcycle|police|rookie cop,47000,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,376,English
775,USA,172,79,537,108,Akie Kotabe,614,24984868,Roger Donaldson,Color,Will Patton,The November Man ,2014,Action|Crime|Thriller,Luke Bracey,15000000,critically bashed|premarital sex|sex scene|sex standing up|stripper,0,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,152,English
471,Canada,88,11,159,109,Patrick Bergin,308,16459004,Stephan Elliott,Color,Geneviève Bujold,Eye of the Beholder ,1999,Drama|Mystery|Thriller,Jason Priestley,15000000,chicago illinois|false identity|femme fatale|new york city|spying,327,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,English
10000,USA,388,0,383,131,Christian Camargo,602,15700000,Kathryn Bigelow,Color,Brian Geraghty,The Hurt Locker ,2008,Drama|History|Thriller|War,Jeremy Renner,15000000,army|bomb|dangerous job|death|iraq,16000,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,876,English
695,USA,45,73,563,114,George C. Scott,654,15100000,Mark L. Lester,Color,David Keith,Firestarter ,1984,Action|Horror|Sci-Fi|Thriller,Heather Locklear,15000000,captain|experiment|fire|psychic|secret government agency,0,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,English
11000,USA,414,181,748,97,Sam Shepard,820,14938570,Andrew Dominik,Color,Ben Mendelsohn,Killing Them Softly ,2012,Crime|Thriller,Brad Pitt,15000000,exploding car|hit by a car|poker game|punched in the face|shot to death,20000,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,369,English
22000,UK,291,210,123,122,Nina Hoss,164,17237244,Anton Corbijn,Color,Homayoun Ershadi,A Most Wanted Man ,2014,Crime|Drama|Thriller,Philip Seymour Hoffman,15000000,intelligence|intelligence agency|secret service|surveillance camera|war on terror,13000,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,158,English
826,USA,97,374,484,87,Harland Williams,503,14249005,Tom Green,Color,Eddie Kaye Thomas,Freddy Got Fingered ,2001,Comedy,Rip Torn,15000000,animator|bamboo cane|cartoonist|sausage|slacker,0,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,English
354,USA,37,12,23,85,Cam Clarke,173,12701880,Mike Nawrocki,Color,Phil Vischer,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008,Adventure|Animation|Comedy|Family,Yuri Lowenthal,15000000,17th century|king|pirate|vegetable|waiter,175,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,22,English
468,USA,68,0,44,85,The Edge,67,10353690,Catherine Owens,Color,Larry Mullen Jr.,U2 3D ,2007,Documentary|Music,Bono,,3d in title|digit in title|rock band|rocker|u2,116,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,31,English
